type,number_of_arrays,array_size,time
Nested Shm,2,4,0.042752
Nested Shfl,2,4,0.0128
Shfl Hash,2,4,0.012896
Shfl Unroll 2,2,4,0.01168
Shfl Unroll,2,4,0.010944
Shfl Sort Search,2,4,0.020896
Nested Shm,2,4,0.037376
Nested Shfl,2,4,0.0112
Shfl Hash,2,4,0.011456
Shfl Unroll 2,2,4,0.009408
Shfl Unroll,2,4,0.009888
Shfl Sort Search,2,4,0.0192
Nested Shm,2,4,0.03856
Nested Shfl,2,4,0.011584
Shfl Hash,2,4,0.010656
Shfl Unroll 2,2,4,0.010368
Shfl Unroll,2,4,0.00992
Shfl Sort Search,2,4,0.019616
Nested Shm,4,4,0.038208
Nested Shfl,4,4,0.012
Shfl Hash,4,4,0.011744
Shfl Unroll 2,4,4,0.010528
Shfl Unroll,4,4,0.010464
Shfl Sort Search,4,4,0.019904
Nested Shm,4,4,0.037888
Nested Shfl,4,4,0.011904
Shfl Hash,4,4,0.01072
Shfl Unroll 2,4,4,0.010368
Shfl Unroll,4,4,0.010528
Shfl Sort Search,4,4,0.020768
Nested Shm,4,4,0.037824
Nested Shfl,4,4,0.011296
Shfl Hash,4,4,0.011552
Shfl Unroll 2,4,4,0.010592
Shfl Unroll,4,4,0.010688
Shfl Sort Search,4,4,0.020032
Nested Shm,8,4,0.039904
Nested Shfl,8,4,0.011712
Shfl Hash,8,4,0.01136
Shfl Unroll 2,8,4,0.011392
Shfl Unroll,8,4,0.01056
Shfl Sort Search,8,4,0.022368
Nested Shm,8,4,0.038912
Nested Shfl,8,4,0.012128
Shfl Hash,8,4,0.011744
Shfl Unroll 2,8,4,0.011424
Shfl Unroll,8,4,0.01024
Shfl Sort Search,8,4,0.021536
Nested Shm,8,4,0.039488
Nested Shfl,8,4,0.01184
Shfl Hash,8,4,0.011392
Shfl Unroll 2,8,4,0.01136
Shfl Unroll,8,4,0.010176
Shfl Sort Search,8,4,0.022176
Nested Shm,16,4,0.040608
Nested Shfl,16,4,0.01248
Shfl Hash,16,4,0.012448
Shfl Unroll 2,16,4,0.01152
Shfl Unroll,16,4,0.010176
Shfl Sort Search,16,4,0.023264
Nested Shm,16,4,0.03888
Nested Shfl,16,4,0.012288
Shfl Hash,16,4,0.010848
Shfl Unroll 2,16,4,0.0112
Shfl Unroll,16,4,0.01024
Shfl Sort Search,16,4,0.025312
Nested Shm,16,4,0.040672
Nested Shfl,16,4,0.012224
Shfl Hash,16,4,0.011808
Shfl Unroll 2,16,4,0.0112
Shfl Unroll,16,4,0.010528
Shfl Sort Search,16,4,0.024544
Nested Shm,32,4,0.039008
Nested Shfl,32,4,0.012736
Shfl Hash,32,4,0.011104
Shfl Unroll 2,32,4,0.01136
Shfl Unroll,32,4,0.010528
Shfl Sort Search,32,4,0.0264
Nested Shm,32,4,0.03936
Nested Shfl,32,4,0.01376
Shfl Hash,32,4,0.011488
Shfl Unroll 2,32,4,0.019424
Shfl Unroll,32,4,0.010848
Shfl Sort Search,32,4,0.028768
Nested Shm,32,4,0.04032
Nested Shfl,32,4,0.012576
Shfl Hash,32,4,0.011488
Shfl Unroll 2,32,4,0.012448
Shfl Unroll,32,4,0.011648
Shfl Sort Search,32,4,0.027648
Nested Shm,64,4,0.040608
Nested Shfl,64,4,0.01456
Shfl Hash,64,4,0.012864
Shfl Unroll 2,64,4,0.01296
