type,number_of_arrays,array_size,time
Nested Shm,2,16,0.05408
Nested Shfl,2,16,0.048128
Shfl Hash,2,16,0.033984
Shfl Unroll 2,2,16,0.048512
Shfl Unroll,2,16,0.047744
Shfl Sort Search,2,16,0.089088
Nested Shm,2,16,0.041792
Nested Shfl,2,16,0.045248
Shfl Hash,2,16,0.028192
Shfl Unroll 2,2,16,0.049024
Shfl Unroll,2,16,0.046752
Shfl Sort Search,2,16,0.091456
Nested Shm,2,16,0.039296
Nested Shfl,2,16,0.045984
Shfl Hash,2,16,0.03104
Shfl Unroll 2,2,16,0.04624
Shfl Unroll,2,16,0.0464
Shfl Sort Search,2,16,0.085824
Nested Shm,4,16,0.047648
Nested Shfl,4,16,0.044608
Shfl Hash,4,16,0.030464
Shfl Unroll 2,4,16,0.044384
Shfl Unroll,4,16,0.04464
Shfl Sort Search,4,16,0.089472
Nested Shm,4,16,0.05808
Nested Shfl,4,16,0.04544
Shfl Hash,4,16,0.032544
Shfl Unroll 2,4,16,0.045472
Shfl Unroll,4,16,0.04544
Shfl Sort Search,4,16,0.095264
Nested Shm,4,16,0.048352
Nested Shfl,4,16,0.045856
Shfl Hash,4,16,0.031872
Shfl Unroll 2,4,16,0.044832
Shfl Unroll,4,16,0.04496
Shfl Sort Search,4,16,0.092192
Nested Shm,8,16,0.058176
Nested Shfl,8,16,0.04592
Shfl Hash,8,16,0.026656
Shfl Unroll 2,8,16,0.048672
Shfl Unroll,8,16,0.049216
Shfl Sort Search,8,16,0.103136
Nested Shm,8,16,0.065248
Nested Shfl,8,16,0.045088
Shfl Hash,8,16,0.0296
Shfl Unroll 2,8,16,0.047776
Shfl Unroll,8,16,0.047616
Shfl Sort Search,8,16,0.107744
Nested Shm,8,16,0.057312
Nested Shfl,8,16,0.045728
Shfl Hash,8,16,0.0304
Shfl Unroll 2,8,16,0.047872
Shfl Unroll,8,16,0.047776
Shfl Sort Search,8,16,0.09808
Nested Shm,16,16,0.066944
Nested Shfl,16,16,0.04736
Shfl Hash,16,16,0.030368
Shfl Unroll 2,16,16,0.051968
Shfl Unroll,16,16,0.054528
Shfl Sort Search,16,16,0.15248
Nested Shm,16,16,0.065632
Nested Shfl,16,16,0.046144
Shfl Hash,16,16,0.033536
Shfl Unroll 2,16,16,0.053824
Shfl Unroll,16,16,0.054848
Shfl Sort Search,16,16,0.137216
Nested Shm,16,16,0.066368
Nested Shfl,16,16,0.046144
Shfl Hash,16,16,0.028992
Shfl Unroll 2,16,16,0.052512
Shfl Unroll,16,16,0.056416
Shfl Sort Search,16,16,0.138848
Nested Shm,32,16,0.079936
Nested Shfl,32,16,0.0496
Shfl Hash,32,16,0.034816
Shfl Unroll 2,32,16,0.0576
Shfl Unroll,32,16,0.064768
Shfl Sort Search,32,16,0.236032
Nested Shm,32,16,0.08016
Nested Shfl,32,16,0.050528
Shfl Hash,32,16,0.031456
Shfl Unroll 2,32,16,0.05904
Shfl Unroll,32,16,0.064096
Shfl Sort Search,32,16,0.220928
Nested Shm,32,16,0.078048
Nested Shfl,32,16,0.049312
Shfl Hash,32,16,0.032352
Shfl Unroll 2,32,16,0.058496
Shfl Unroll,32,16,0.065536
Shfl Sort Search,32,16,0.211296
Nested Shm,64,16,0.083296
Nested Shfl,64,16,0.072032
Shfl Hash,64,16,0.074944
Shfl Unroll 2,64,16,0.07264
Shfl Unroll,64,16,0.080704
Shfl Sort Search,64,16,0.389536
Nested Shm,64,16,0.086816
Nested Shfl,64,16,0.0624
Shfl Hash,64,16,0.072576
Shfl Unroll 2,64,16,0.075264
Shfl Unroll,64,16,0.079424
Shfl Sort Search,64,16,0.376448
Nested Shm,64,16,0.086944
Nested Shfl,64,16,0.065088
Shfl Hash,64,16,0.080544
Shfl Unroll 2,64,16,0.07408
Shfl Unroll,64,16,0.081248
Shfl Sort Search,64,16,0.407328
Nested Shm,128,16,0.123008
Nested Shfl,128,16,0.089024
