type,number_of_arrays,array_size,time
Nested Shm,2,8,0.0464
Nested Shfl,2,8,0.020384
Shfl Hash,2,8,0.016352
Shfl Unroll 2,2,8,0.018688
Shfl Unroll,2,8,0.018912
Shfl Sort Search,2,8,0.024224
Nested Shm,2,8,0.037632
Nested Shfl,2,8,0.019904
Shfl Hash,2,8,0.015456
Shfl Unroll 2,2,8,0.01712
Shfl Unroll,2,8,0.018048
Shfl Sort Search,2,8,0.023104
Nested Shm,2,8,0.037856
Nested Shfl,2,8,0.019776
Shfl Hash,2,8,0.015616
Shfl Unroll 2,2,8,0.017984
Shfl Unroll,2,8,0.017728
Shfl Sort Search,2,8,0.0224
Nested Shm,4,8,0.039616
Nested Shfl,4,8,0.019776
Shfl Hash,4,8,0.015712
Shfl Unroll 2,4,8,0.017632
Shfl Unroll,4,8,0.017184
Shfl Sort Search,4,8,0.025888
Nested Shm,4,8,0.03824
Nested Shfl,4,8,0.019808
Shfl Hash,4,8,0.015776
Shfl Unroll 2,4,8,0.01856
Shfl Unroll,4,8,0.017344
Shfl Sort Search,4,8,0.026336
Nested Shm,4,8,0.039168
Nested Shfl,4,8,0.01952
Shfl Hash,4,8,0.015936
Shfl Unroll 2,4,8,0.017792
Shfl Unroll,4,8,0.016544
Shfl Sort Search,4,8,0.02512
Nested Shm,8,8,0.045824
Nested Shfl,8,8,0.019552
Shfl Hash,8,8,0.015968
Shfl Unroll 2,8,8,0.018368
Shfl Unroll,8,8,0.018624
Shfl Sort Search,8,8,0.032608
Nested Shm,8,8,0.042528
Nested Shfl,8,8,0.026976
Shfl Hash,8,8,0.01552
Shfl Unroll 2,8,8,0.01808
Shfl Unroll,8,8,0.019008
Shfl Sort Search,8,8,0.031936
Nested Shm,8,8,0.041792
Nested Shfl,8,8,0.02016
Shfl Hash,8,8,0.015616
Shfl Unroll 2,8,8,0.018208
Shfl Unroll,8,8,0.018208
Shfl Sort Search,8,8,0.030752
Nested Shm,16,8,0.044992
Nested Shfl,16,8,0.020256
Shfl Hash,16,8,0.016
Shfl Unroll 2,16,8,0.019872
Shfl Unroll,16,8,0.020768
Shfl Sort Search,16,8,0.036896
Nested Shm,16,8,0.047008
Nested Shfl,16,8,0.0208
Shfl Hash,16,8,0.016064
Shfl Unroll 2,16,8,0.020928
Shfl Unroll,16,8,0.02112
Shfl Sort Search,16,8,0.039488
Nested Shm,16,8,0.055072
Nested Shfl,16,8,0.020864
Shfl Hash,16,8,0.016384
Shfl Unroll 2,16,8,0.020384
Shfl Unroll,16,8,0.021056
Shfl Sort Search,16,8,0.040032
Nested Shm,32,8,0.048352
Nested Shfl,32,8,0.02048
Shfl Hash,32,8,0.017792
Shfl Unroll 2,32,8,0.022336
Shfl Unroll,32,8,0.023904
Shfl Sort Search,32,8,0.041728
Nested Shm,32,8,0.049344
Nested Shfl,32,8,0.02192
Shfl Hash,32,8,0.016576
Shfl Unroll 2,32,8,0.023008
Shfl Unroll,32,8,0.023968
Shfl Sort Search,32,8,0.047456
Nested Shm,32,8,0.049088
Nested Shfl,32,8,0.022464
Shfl Hash,32,8,0.016352
Shfl Unroll 2,32,8,0.02336
Shfl Unroll,32,8,0.023936
Shfl Sort Search,32,8,0.041024
Nested Shm,64,8,0.053056
Nested Shfl,64,8,0.025376
Shfl Hash,64,8,0.01968
Shfl Unroll 2,64,8,0.027584
Shfl Unroll,64,8,0.02976
Shfl Sort Search,64,8,0.054304
Nested Shm,64,8,0.051744
Nested Shfl,64,8,0.02512
Shfl Hash,64,8,0.022272
Shfl Unroll 2,64,8,0.02688
Shfl Unroll,64,8,0.029376
Shfl Sort Search,64,8,0.049696
Nested Shm,64,8,0.052736
Nested Shfl,64,8,0.025664
Shfl Hash,64,8,0.02016
Shfl Unroll 2,64,8,0.028032
Shfl Unroll,64,8,0.029664
Shfl Sort Search,64,8,0.052864
Nested Shm,128,8,0.055328
Nested Shfl,128,8,0.028384
Shfl Hash,128,8,0.040896
Shfl Unroll 2,128,8,0.032256
Shfl Unroll,128,8,0.034112
Shfl Sort Search,128,8,0.069536
Nested Shm,128,8,0.054336
Nested Shfl,128,8,0.02912
