type,number_of_arrays,array_size,time
Nested Shm,2,16,0.059584
Nested Shfl,2,16,0.059648
Shfl Hash,2,16,0.039296
Shfl Unroll 2,2,16,0.054336
Shfl Unroll,2,16,0.05456
Shfl Sort Search,2,16,0.057184
Nested Shm,2,16,0.042496
Nested Shfl,2,16,0.047392
Shfl Hash,2,16,0.031712
Shfl Unroll 2,2,16,0.046912
Shfl Unroll,2,16,0.045984
Shfl Sort Search,2,16,0.04864
Nested Shm,2,16,0.04336
Nested Shfl,2,16,0.04704
Shfl Hash,2,16,0.027392
Shfl Unroll 2,2,16,0.047648
Shfl Unroll,2,16,0.045984
Shfl Sort Search,2,16,0.048448
Nested Shm,4,16,0.046656
Nested Shfl,4,16,0.045568
Shfl Hash,4,16,0.027136
Shfl Unroll 2,4,16,0.045984
Shfl Unroll,4,16,0.045056
Shfl Sort Search,4,16,0.060736
Nested Shm,4,16,0.04768
Nested Shfl,4,16,0.046752
Shfl Hash,4,16,0.027264
Shfl Unroll 2,4,16,0.046432
Shfl Unroll,4,16,0.04544
Shfl Sort Search,4,16,0.059872
Nested Shm,4,16,0.054816
Nested Shfl,4,16,0.047136
Shfl Hash,4,16,0.029888
Shfl Unroll 2,4,16,0.047936
Shfl Unroll,4,16,0.046208
Shfl Sort Search,4,16,0.060192
Nested Shm,8,16,0.057376
Nested Shfl,8,16,0.045888
Shfl Hash,8,16,0.030912
Shfl Unroll 2,8,16,0.04784
Shfl Unroll,8,16,0.047584
Shfl Sort Search,8,16,0.068832
Nested Shm,8,16,0.064096
Nested Shfl,8,16,0.048128
Shfl Hash,8,16,0.030016
Shfl Unroll 2,8,16,0.048448
Shfl Unroll,8,16,0.050304
Shfl Sort Search,8,16,0.077856
Nested Shm,8,16,0.056384
Nested Shfl,8,16,0.046112
Shfl Hash,8,16,0.030784
Shfl Unroll 2,8,16,0.047968
Shfl Unroll,8,16,0.048672
Shfl Sort Search,8,16,0.070496
Nested Shm,16,16,0.0736
Nested Shfl,16,16,0.049024
Shfl Hash,16,16,0.03296
Shfl Unroll 2,16,16,0.05344
Shfl Unroll,16,16,0.056192
Shfl Sort Search,16,16,0.1048
Nested Shm,16,16,0.074976
Nested Shfl,16,16,0.047712
Shfl Hash,16,16,0.047552
Shfl Unroll 2,16,16,0.05424
Shfl Unroll,16,16,0.05376
Shfl Sort Search,16,16,0.093824
Nested Shm,16,16,0.074656
Nested Shfl,16,16,0.048288
Shfl Hash,16,16,0.033152
Shfl Unroll 2,16,16,0.053536
Shfl Unroll,16,16,0.054912
Shfl Sort Search,16,16,0.089472
Nested Shm,32,16,0.078176
Nested Shfl,32,16,0.051168
Shfl Hash,32,16,0.032416
Shfl Unroll 2,32,16,0.06048
Shfl Unroll,32,16,0.065024
Shfl Sort Search,32,16,0.122208
Nested Shm,32,16,0.076928
Nested Shfl,32,16,0.050176
Shfl Hash,32,16,0.0304
Shfl Unroll 2,32,16,0.058816
Shfl Unroll,32,16,0.063872
Shfl Sort Search,32,16,0.139072
Nested Shm,32,16,0.084416
Nested Shfl,32,16,0.051392
Shfl Hash,32,16,0.03264
Shfl Unroll 2,32,16,0.059808
Shfl Unroll,32,16,0.064864
Shfl Sort Search,32,16,0.131904
Nested Shm,64,16,0.083008
Nested Shfl,64,16,0.063712
Shfl Hash,64,16,0.073344
Shfl Unroll 2,64,16,0.072576
Shfl Unroll,64,16,0.079072
Shfl Sort Search,64,16,0.1784
Nested Shm,64,16,0.093056
Nested Shfl,64,16,0.065824
Shfl Hash,64,16,0.073504
Shfl Unroll 2,64,16,0.074272
Shfl Unroll,64,16,0.079968
Shfl Sort Search,64,16,0.166848
Nested Shm,64,16,0.087616
Nested Shfl,64,16,0.064832
Shfl Hash,64,16,0.07664
Shfl Unroll 2,64,16,0.072544
Shfl Unroll,64,16,0.07968
Shfl Sort Search,64,16,0.148576
Nested Shm,128,16,0.124384
Nested Shfl,128,16,0.093088
Shfl Hash,128,16,0.106272
Shfl Unroll 2,128,16,0.108448
Shfl Unroll,128,16,0.121152
Shfl Sort Search,128,16,0.259872
Nested Shm,128,16,0.123744
Nested Shfl,128,16,0.09136
Shfl Hash,128,16,0.10672
Shfl Unroll 2,128,16,0.111136
Shfl Unroll,128,16,0.119712
Shfl Sort Search,128,16,0.233312
Nested Shm,128,16,0.124352
Nested Shfl,128,16,0.091136
