type,number_of_arrays,array_size,time
Nested Shm,2,4,0.045152
Nested Shfl,2,4,0.013536
Shfl Hash,2,4,0.012864
Shfl Unroll 2,2,4,0.011008
Shfl Unroll,2,4,0.011232
Shfl Sort Search,2,4,0.021696
Nested Shm,2,4,0.036256
Nested Shfl,2,4,0.012128
Shfl Hash,2,4,0.011648
Shfl Unroll 2,2,4,0.010016
Shfl Unroll,2,4,0.009664
Shfl Sort Search,2,4,0.01952
Nested Shm,2,4,0.036
Nested Shfl,2,4,0.011968
Shfl Hash,2,4,0.012064
Shfl Unroll 2,2,4,0.010176
Shfl Unroll,2,4,0.009888
Shfl Sort Search,2,4,0.019648
Nested Shm,4,4,0.036992
Nested Shfl,4,4,0.01168
Shfl Hash,4,4,0.012704
Shfl Unroll 2,4,4,0.01088
Shfl Unroll,4,4,0.010048
Shfl Sort Search,4,4,0.020992
Nested Shm,4,4,0.040736
Nested Shfl,4,4,0.011872
Shfl Hash,4,4,0.012704
Shfl Unroll 2,4,4,0.010592
Shfl Unroll,4,4,0.009696
Shfl Sort Search,4,4,0.020032
Nested Shm,4,4,0.03744
Nested Shfl,4,4,0.011808
Shfl Hash,4,4,0.01232
Shfl Unroll 2,4,4,0.009664
Shfl Unroll,4,4,0.009728
Shfl Sort Search,4,4,0.02016
Nested Shm,8,4,0.038912
Nested Shfl,8,4,0.01264
Shfl Hash,8,4,0.011584
Shfl Unroll 2,8,4,0.011648
Shfl Unroll,8,4,0.01136
Shfl Sort Search,8,4,0.020672
Nested Shm,8,4,0.040608
Nested Shfl,8,4,0.012032
Shfl Hash,8,4,0.011488
Shfl Unroll 2,8,4,0.011328
Shfl Unroll,8,4,0.01056
Shfl Sort Search,8,4,0.022368
Nested Shm,8,4,0.040928
Nested Shfl,8,4,0.011872
Shfl Hash,8,4,0.011392
Shfl Unroll 2,8,4,0.011232
Shfl Unroll,8,4,0.009664
Shfl Sort Search,8,4,0.022976
Nested Shm,16,4,0.041184
Nested Shfl,16,4,0.012224
Shfl Hash,16,4,0.01168
Shfl Unroll 2,16,4,0.011424
Shfl Unroll,16,4,0.010688
Shfl Sort Search,16,4,0.024576
Nested Shm,16,4,0.040352
Nested Shfl,16,4,0.01216
Shfl Hash,16,4,0.012032
Shfl Unroll 2,16,4,0.011328
Shfl Unroll,16,4,0.010272
Shfl Sort Search,16,4,0.025312
Nested Shm,16,4,0.041632
Nested Shfl,16,4,0.012416
Shfl Hash,16,4,0.011872
Shfl Unroll 2,16,4,0.012
Shfl Unroll,16,4,0.01088
Shfl Sort Search,16,4,0.025376
Nested Shm,32,4,0.043936
Nested Shfl,32,4,0.012992
Shfl Hash,32,4,0.010848
Shfl Unroll 2,32,4,0.01184
Shfl Unroll,32,4,0.01168
Shfl Sort Search,32,4,0.025824
Nested Shm,32,4,0.039232
Nested Shfl,32,4,0.013536
Shfl Hash,32,4,0.011584
Shfl Unroll 2,32,4,0.012192
Shfl Unroll,32,4,0.021664
Shfl Sort Search,32,4,0.026208
Nested Shm,32,4,0.039744
Nested Shfl,32,4,0.012832
Shfl Hash,32,4,0.011488
