type,number_of_arrays,array_size,time
Nested Shm,2,8,0.04608
Nested Shfl,2,8,0.021344
Shfl Hash,2,8,0.017152
Shfl Unroll 2,2,8,0.018656
Shfl Unroll,2,8,0.018784
Shfl Sort Search,2,8,0.03904
Nested Shm,2,8,0.0384
Nested Shfl,2,8,0.018976
Shfl Hash,2,8,0.01648
Shfl Unroll 2,2,8,0.018016
Shfl Unroll,2,8,0.0184
Shfl Sort Search,2,8,0.038976
Nested Shm,2,8,0.037888
Nested Shfl,2,8,0.01872
Shfl Hash,2,8,0.01536
Shfl Unroll 2,2,8,0.017312
Shfl Unroll,2,8,0.017472
Shfl Sort Search,2,8,0.041952
Nested Shm,4,8,0.047328
Nested Shfl,4,8,0.02032
Shfl Hash,4,8,0.017376
Shfl Unroll 2,4,8,0.018976
Shfl Unroll,4,8,0.017632
Shfl Sort Search,4,8,0.040896
Nested Shm,4,8,0.041056
Nested Shfl,4,8,0.019296
Shfl Hash,4,8,0.015328
Shfl Unroll 2,4,8,0.018912
Shfl Unroll,4,8,0.01728
Shfl Sort Search,4,8,0.040672
Nested Shm,4,8,0.041024
Nested Shfl,4,8,0.019104
Shfl Hash,4,8,0.01568
Shfl Unroll 2,4,8,0.01824
Shfl Unroll,4,8,0.018176
Shfl Sort Search,4,8,0.042624
Nested Shm,8,8,0.042592
Nested Shfl,8,8,0.019296
Shfl Hash,8,8,0.015648
Shfl Unroll 2,8,8,0.018944
Shfl Unroll,8,8,0.019104
Shfl Sort Search,8,8,0.04736
Nested Shm,8,8,0.04288
Nested Shfl,8,8,0.018912
Shfl Hash,8,8,0.014784
Shfl Unroll 2,8,8,0.018208
Shfl Unroll,8,8,0.01824
Shfl Sort Search,8,8,0.050816
Nested Shm,8,8,0.042752
Nested Shfl,8,8,0.018912
Shfl Hash,8,8,0.016064
Shfl Unroll 2,8,8,0.0192
Shfl Unroll,8,8,0.019392
Shfl Sort Search,8,8,0.046816
Nested Shm,16,8,0.0448
Nested Shfl,16,8,0.019744
Shfl Hash,16,8,0.015936
Shfl Unroll 2,16,8,0.019552
Shfl Unroll,16,8,0.021536
Shfl Sort Search,16,8,0.062656
Nested Shm,16,8,0.044736
Nested Shfl,16,8,0.019584
Shfl Hash,16,8,0.015936
Shfl Unroll 2,16,8,0.019904
Shfl Unroll,16,8,0.021664
Shfl Sort Search,16,8,0.065536
Nested Shm,16,8,0.044352
Nested Shfl,16,8,0.020608
Shfl Hash,16,8,0.017056
Shfl Unroll 2,16,8,0.020544
Shfl Unroll,16,8,0.021024
Shfl Sort Search,16,8,0.053984
Nested Shm,32,8,0.047456
Nested Shfl,32,8,0.021504
Shfl Hash,32,8,0.016352
Shfl Unroll 2,32,8,0.022784
Shfl Unroll,32,8,0.023776
Shfl Sort Search,32,8,0.089728
Nested Shm,32,8,0.047488
Nested Shfl,32,8,0.021792
Shfl Hash,32,8,0.016608
Shfl Unroll 2,32,8,0.021888
Shfl Unroll,32,8,0.024672
Shfl Sort Search,32,8,0.08112
Nested Shm,32,8,0.046688
Nested Shfl,32,8,0.022048
Shfl Hash,32,8,0.01728
Shfl Unroll 2,32,8,0.02288
Shfl Unroll,32,8,0.02432
Shfl Sort Search,32,8,0.083936
Nested Shm,64,8,0.052128
Nested Shfl,64,8,0.024896
Shfl Hash,64,8,0.020064
Shfl Unroll 2,64,8,0.026784
Shfl Unroll,64,8,0.02992
Shfl Sort Search,64,8,0.121184
Nested Shm,64,8,0.050848
Nested Shfl,64,8,0.024608
Shfl Hash,64,8,0.019648
Shfl Unroll 2,64,8,0.02736
